text,likes,platform,num_palabras
"Indian tycoons Ambani and Adani have tumbled out of the elite centibillionaires club.

Here's the outlook for their fortunes ⤵",27.0,Twitter,20
"President Joe Biden plans to take action on land protections, clemency and artificial intelligence in the final weeks of his administration, as he looks to codify his legacy before Donald Trump’s inauguration",16.0,Twitter,32
Watch these 50 companies in 2025,17.0,Twitter,6
"President-elect Trump has been handed a playbook for downsizing the National Oceanic and Atmospheric Administration at a time when China is investing heavily in climate research, and could see an opening to being the next global weather superpower.",82.0,Twitter,38
"Singapore home sales jumped to their highest level in more than a decade, confirming a property market revival that’s raising expectations of further government curbs",2.0,Twitter,25
"South Korea’s central bank vowed to stabilize financial markets and highlighted the importance of “uninterrupted implementation” of key fiscal and economic measures, in its first statement since lawmakers voted to impeach President Yoon Suk Yeol.",19.0,Twitter,35
Extreme weather is making the beloved spice less fiery. And chefs aren’t happy.,29.0,Twitter,13
How the viral success of South Korea's super-spicy Buldak ramen helped make the company's CEO — a former stay-home-mom — a billionaire,35.0,Twitter,22
"President-elect Donald Trump has expressed interest in privatizing the US Postal Service, the Washington Post reported.",50.0,Twitter,16
"🎙️ PRE-MATCH: Philippe Clement spoke to @RangersTV ahead of today’s Premier Sports Cup final.

📺 RangersTV subscribers outside the UK can watch the match live:",202.0,Twitter,25
"🗨️ Sepp van den Berg on a 'frustrating' evening at Stamford Bridge

#CHEBRE | @pensionbee",66.0,Twitter,15
"A message from Radu 📥

🤳 @HPE",1510.0,Twitter,7
"Let's keep pushing Blues! 💪

Follow the game on the Chelsea app:",2128.0,Twitter,12
"Over 300 EuroLeague games and a man of many languages 🗣 

Does @tibor_pleiss get your vote? 👀",24.0,Twitter,17
"This co-main has been ACTION PACKED since the start 👊

[ Tune in NOW on @ESPNPlus &amp; ESPN2 ]",1012.0,Twitter,19
"Last fight of 2024 is here 🫡

@ColbyCovMMA vs @Newmansa94 

[ #UFCTampa is LIVE on @ESPNPlus &amp; ESPN2 ]",429.0,Twitter,19
"The Nigerian Nightmare is at #UFCTampa with his eyes on the main event 👀

[ LIVE on ESPN2 | @USMAN84kg ]",95.0,Twitter,21
"You'll want to tune in for this one! 

@ManelKape vs Bruno Silva

[ #UFCTampa is LIVE on @ESPNPlus &amp; ESPN2 ]",231.0,Twitter,21
"These two are wasting NO time!💥

[ #UFCTampa is LIVE on @ESPNPlus ]",511.0,Twitter,13
Here’s a look at what drives us behind the scenes @cleanhertsco,1239.0,Twitter,11
"😳 😳 😳 

@DMcIntyreWWE just threw @SamiZayn with ease! 😮‍💨

#SNME",3322.0,Twitter,11
"EXCLUSIVE: Despite the loss, @MiaYim has plans to take the Women's United States Title from @ImChelseaGreen. 

#SNME",2495.0,Twitter,17
"Two contenders on the rise 📈

@MilesXJohns vs @FelipeLimaMMA

[ #UFCTampa is LIVE on @ESPNPlus ]",176.0,Twitter,16
"The central bank, looking to increase financial inclusion, encouraged the proliferation of agents — but regulators now fear they are consuming the monetary system and pushing the naira further from their control.",8.0,Twitter,32
France dismissed allegations by Algeria it was involved in attempts to destabilize the North African country after authorities in Algiers summoned the French ambassador to reprimand him,37.0,Twitter,27
"Israel’s foreign minister has ordered the closure of the country’s embassy in Dublin, citing the Irish government’s “extreme anti-Israel policies”",153.0,Twitter,20
"South Korea’s main opposition leader says there are no plans for now to impeach Acting President Han Duck-soo, who stepped in as interim leader after President Yoon Suk Yeol’s impeachment on Saturday",18.0,Twitter,32
"The EU’s economy is struggling to keep pace with the US and China, putting the continent at risk of losing its seat at the table — and maybe its ability to protect itself in a world where security is no longer guaranteed",38.0,Twitter,42
"International Finance Corp. sees this year’s annual funding commitments to Singapore remaining near a record level, according to a regional executive.",10.0,Twitter,21
"Global poverty will increase if the world doesn’t work to maintain a stable and open trading system, WTO chief Ngozi Okonjo-Iweala says",22.0,Twitter,22
"President-elect Trump has been handed a playbook for downsizing the National Oceanic and Atmospheric Administration at a time when China is investing heavily in climate research, and could see an opening to being the next global weather superpower.",21.0,Twitter,38
"📺 @CelticTV caught up with Brendan Rodgers ahead of #CELRAN 
 
#PremierSportsCup | #CelticFC🍀",303.0,Twitter,13
"🇱🇻 𝗠𝗔𝗧𝗖𝗛𝗗𝗔𝗬 🇱🇻

🆚 @KilmarnockFC 
🏟 The BBSP Stadium Rugby Park
🕰 3pm
🎟 Direct from Kilmarnock ➡️",117.0,Twitter,18
"🎙️ Connor Barron sat down with @RangersTV ahead of today's Premier Sports Cup Final.

📺 Full Interview:",220.0,Twitter,17
"Vibing with it 👊

@Patty_MPT knocks in birdie, fist pumps and takes the solo lead to -25",37.0,Twitter,17
"We honor Stuart Scott &amp; we remember the message. 

[ @TheVFoundation | Learn how you can help:",201.0,Twitter,17
"ONE AND DONE 💥

@TheHanyakDJ gets the third round KO! #UFCTampa

[ LIVE NOW on @ESPNPlus &amp; ESPN2 ]",1870.0,Twitter,19
"CUB SWANSON TURNS BACK THE CLOCK 😱

@CubSwanson | #UFCTampa",3922.0,Twitter,10
"Vintage @SamiZayn! 👊

#SNME",3725.0,Twitter,4
"China’s home-price declines eased for a third month in November, pointing to a mixed picture for the property market after stimulus measures failed to sustain a rebound in sales",20.0,Twitter,29
"While analysts have turned more bullish on Mukesh Ambani's Reliance recently, institutional investors are expressing concerns over increasing debt and its ability to generate positive cash flows",11.0,Twitter,27
"Donald Trump has threatened tariffs if BRICS countries try to form a dollar rival. He's worrying about the wrong threat, says @mihirssharma",23.0,Twitter,22
Here's all you need to know about what's moving markets,12.0,Twitter,10
Two Republicans who stood up to Stop the Steal — and lost their careers as a result — talk to @fsbarry about the future of their party,9.0,Twitter,27
"Singapore has embraced cryptocurrency more than any other country - but it's been a bumpy ride. 

Find out why in this week's free Singapore Edition newsletter.",26.0,Twitter,26
"South Korea’s central bank vowed to stabilize financial markets and highlighted the importance of “uninterrupted implementation” of key fiscal and economic measures, in its first statement since lawmakers voted to impeach President Yoon Suk Yeol.",17.0,Twitter,35
"The ECB should lower interest rates further but probably won’t need to take them to levels that would stimulate economic expansion, according to Governing Council member Martins Kazaks",24.0,Twitter,28
ABC has agreed to donate $15 million to Donald Trump’s future presidential foundation or museum to settle claims that one of its anchors defamed the president-elect in describing a past court verdict against him.,103.0,Twitter,34
Countries are getting choosier over who gets to become a citizen and how,19.0,Twitter,13
🎙️ Philippe Clement spoke to @RangersTV following today's Premier Sports Cup Final at Hampden.,354.0,Twitter,14
"⏪ Gabriel Amato v Celtic

🏠 #Ibrox125",372.0,Twitter,7
"Let's go, lads! 💪

🌟 @BetMGMUK",1210.0,Twitter,6
Does Sofoklis Schortsanitis get your vote? Hit the link below to include the former champ 🔗,25.0,Twitter,16
"DEBUT DUBS 🙌

Navajo Stirling comes out on top tonight! #UFCTampa",477.0,Twitter,11
"Joel Alvarez keeps his 100% finish streak 🤯

He gets it done in ONE! #UFCTampa",2158.0,Twitter,15
"Due to a Doctor's Stoppage Joaquin Buckley wins by TKO.

#UFCTampa",20376.0,Twitter,11
The Legends are out at #SNME!,4564.0,Twitter,6
What a night at #SNME! 🙌,5394.0,Twitter,6
"Upon leaving gorilla, Triple H got into a confrontation with Kevin Owens. 

#SNME",27354.0,Twitter,13
"🗣️ LET’S GOOOOOOOOOOO!

@PatMcAfeeShow is back! 🙌

#SNME",6790.0,Twitter,8
"hustle personified 😤

keep an eye on @trendonw during this play",157.0,Twitter,11
"Welcome to Brooklyn, @DeAnthonyMelton &amp; @reece_beekman!",1796.0,Twitter,6
"it's finally gameday again!

📺: @YESNetwork",249.0,Twitter,6
"I've made some ""So Good"" Spotify playlists!

🔗 3 Hours (20 total streams):",124.0,Twitter,13
"on this day in 2011: an 11-year-old @trendonw was goin' crazy for his big bro, @Cwat205",648.0,Twitter,16
"Only @mrvincecarter15 would be smiling mid-air while pulling off a ridiculous 360 layup.

The legend himself takes us through some of his most unforgettable moments for our new series, Nets Rewind →",150.0,Twitter,32
"The holidays are here, and @dayron_sharpe is spreading festive cheer! 🎁

He treated kids from SCO Family of Services to an early holiday shopping spree, courtesy of @Ticketmaster.",141.0,Twitter,28
"Clax out here putting in work on both sides of the court 💪

Catch more of his impact in a brand new episode of The Backcourt, presented by @Ticketmaster, with @sarahkustok &amp; @LucasKaplan_ →",65.0,Twitter,34
.@doefinney_10 is an elite combo of dancing and shooting 😂,110.0,Twitter,10
Our guys showing love to the @LongIslandNets tonight ♥️,200.0,Twitter,9
our answer is @mrvincecarter15 every time frfr,172.0,Twitter,7
.@thejalenwilson assertive! 💪😤,402.0,Twitter,3
"Nunca dejes de creer. ❤️🤍

@Atleti | #LALIGAEASPORTS",1013.0,Twitter,8
"ISO JOE 🥶

On this day in 2012, @TheJoeJohnson7 delivered the game-winner in a double overtime thriller. With @JerrySeinfeld in the building, Ian Eagle delivered an iconic line.",447.0,Twitter,28
had to get our guys mic’d up last week for the @LongIslandNets game so we could catch all the sideline banter 😂,93.0,Twitter,22
"From skyline views to the best pizza spot, @thejalenwilson shares his favorite spots throughout the borough. 

a thread ⤵️",200.0,Twitter,19
"A relentless competitor. 

Thank you for everything you brought to Brooklyn, @DS17_FG",2682.0,Twitter,12
"Thank you, @DS17_FG",4504.0,Twitter,3
.@doefinney_10's back in action 🙌,57.0,Twitter,5
"ICYMI: @Aptos (L1) is on track to flip @base (L2) in daily active users.

An active user is defined as a (i) unique address that (ii) engages in a revenue-generating transaction (iii) during the relevant time period.",114.0,Twitter,37
"this year isn't the first time Cam's been hitting the no-dip threes

learn more in the latest Nets Film Focus, presented by @CarMax →",179.0,Twitter,24
Join us in wishing @NoahEagle15 a happy birthday! 🎂,226.0,Twitter,9
"众多的知名国际媒体见证并记录了 #六四 大屠杀，BBC 就是其中一家，它拍下了6月3日深夜到6月4日上午天安门广场及附近最惨烈的一幕。
 枪声，尖叫声，呼救声，哀号声不绝于耳。 场面血腥，慎入。",4085.0,Twitter,6
"日本驻华使馆以最高规格礼节降半旗为胡友平女士致哀！
日本政府承诺给予其直系亲属永久居留权，并发放抚恤金！
并发起于2024年6月30日15:00在京都市千代田区神田神保町集英馆1-37-4.2F，为胡女士举行追思哀悼集会！
好搞笑，一个见义勇为的人死在自己的祖国，不让献花，不让集会追思，而日本却在举行！",3500.0,Twitter,4
"#黃明志 又发最新辱共MV了！😄
维尼友情出演！",2581.0,Twitter,3
#兔友迷惑行为,1645.0,Twitter,1
"突发：
2024年11月19日下午，广州街头，一个年迈的老太正持刀捅人，民警到场后该老太便持刀向民警刺去时，被民警当场击毙！",2745.0,Twitter,2
#兔友迷惑行为,2575.0,Twitter,1
"这是被央视掐掉的一段视频，在当晚新闻联播5分多钟的专题报道里，未见播出。 邓小平在接见首都戒严部队军以上干部时的讲话，言语间都透出血腥来。
 六四 #铭记p4",4097.0,Twitter,4
薄瓜瓜婚礼现场情况。,3761.0,Twitter,1
"とっても下乳が見えるビキニ
#ビキニの日",31610.0,Twitter,2
"中共又搞文字狱！
西北大学骂共产党、马克思主义的学生被判刑8年！
给你们讲个笑话：中国是个言论自由的国家！
2024年8月27日，中国陕西西安，西北大学的《马克思主义原理》课上，有学生大喊：“我不信共产主义，我也不喜欢他妈的共产党，学这些傻B理论我很烦！”",3574.0,Twitter,4
"中共调动所有资源正全网封杀这个视频！
网友配上了英文让这个视频全球疯传！",6803.0,Twitter,2
至今无人知道他是谁，也不知道他是否活着离开广场，但他一直活在我们心中，激励着无数中华儿女为民主，自由，宪政继续抗争和奋斗。他的回答无疑是我们那一代学子的心声，似乎也成了 #六四 的代名词。,1819.0,Twitter,3
"连警察👮‍♀️都来抖音举报了
提问：为什么现在很多人宁愿选择在网上实名举报也不愿意直接报警？
网友回复：因为公安局长自己都在互联网上发帖求救。",1509.0,Twitter,3
"揭开退役体操女冠军吴柳芳的面纱，你会发现在中国不能做好人，否则中共会让你吃不了兜着走！
这吴柳芳咋越扒越正啊?
运动生涯拿了15枚金牌，16枚银牌。结果在比赛中受伤，差点把脖子扭断了，在赛场上直接就被抬出去了，最后不得不退役。
19年去杭州的培训机构当老师，结果被老板拖欠工资，差点没饭吃。后来去嘉兴的体校，说是有编制，结果没拿到编制，别人倒是先拿到编制了。于是又回到杭州，搞直播。结果就碰到管晨辰这事了然后网络就扒她。结果不扒还好，一扒就发现，原来她在浙江被老板拖欠工资的那几年，她每周还去做公益。具体来说，是长达2年的时间内，每月都去照顾自闭症，唐氏综合症的孩子。你去看她带这些孩子的视频，就会发现她带这些自闭症、唐氏综合征的孩子时，一直都是充满笑我想，有孩子的家长都能意识到这是什么概念。别说自闭症和唐氏综合征的孩子了。
即便是教正常的孩子做作业，十个家长里，最少有九个都笑不出来。后来吴柳芳缟个直播吧，结果聊到自己贫困的家一边憋完眼泪，然后继续回来被平台封禁后，不能跳舞了，只能眼含泪水的说：实在是太不好意思拿大家的礼。
她被平台封禁后，直播说自己内心很强大。其实强大个屁啊，直播间里，她眼泪水都在打转了，说话都不利索了好吗?
这女孩就是明明已经扛不住了，还非要顶着，自己骗自己能扛过去。
所以这个事吧，最开始我是真把她当擦边主擦看后来网络刚开始扒她，我就发现这人不容易啊。继续扒她，我就发现这人太可怜了，再扒她，我发现这人简直就是女菩萨啊。
你们可以看看，凭吴柳芳的姿色，随便找个中共当官的养着，她会过得很舒服，她为什么没有同流合污？这就是她过得很难得原因！
评论区续……",3642.0,Twitter,10
"不愧是中共治下的女人啊，又当又立！
这特么是没碰到狠人，碰到狠人你特么就从热心市民变成美丽冻人了！躺停尸房那种！
谁认识这婊子，给他她爆点料！",2609.0,Twitter,3
"还真是三姓家奴。
#谷爱凌",1454.0,Twitter,2
刚刚，上海地铁无差别捅人，全网封杀！慎入！,5456.0,Twitter,1
"电影《国有器官》上映，竟收炸弹威胁恐吓不准播放！
#民视新闻 真实纪录片《国有器官》，讲述活摘人体器官的恐怖事件，没想到，全台影城10月上映后，陆续收到恐吓信件，扬言要在影城放炸弹等各种讯息，警方不断接获报案，现在，除了加强巡逻，同时也调查IP位置，初步研判，是中国网军惯用的滋扰手段，在境外犯案。",1624.0,Twitter,3
"就在昨天，b站主播户晨风直播间遭直球冲塔爆破：“你觉得习是独裁者吗？”

目前，他因“身体不适”，停播三天

投稿By:/ \ /",4506.0,Twitter,5
"去你妈的国庆！
去你妈的习近平！

#中指革命",5868.0,Twitter,3
#兔友迷惑行为,621.0,Twitter,1
"The pitchside view of Cody's leveller 🎥

#TeamPixel | #Ad",5209.0,Twitter,10
"The skipper signs off for 2024! 👋

🤳 @MayaLeTissier

#MUWomen",684.0,Twitter,10
"Your Spurs side in Southampton 🙌

🔢 @krakenfx",5291.0,Twitter,8
A first @premierleague start for both Djed and Lucas 👏,4559.0,Twitter,10
"🏆 #PremierSportsCup Final Day! 🙌

#CELRAN | #CelticFC🍀",1866.0,Twitter,8
"From the spot! 🫡

Fowler remains cool for @ManCityWomen 

#BarclaysWSL",192.0,Twitter,10
"Tooney enjoyed that one! 🙌

@EllaToone99 🤳

#MUFC || #MUWomen",6069.0,Twitter,10
The Lavender Haze video is out now. There is lots of lavender. There is lots of haze. There is my incredible costar @laith_ashley who I absolutely adored working with.,418491.0,Twitter,29
"Milestone moment 🤝

Sonny equals Darren Anderton's all-time Spurs assist record of 67 in the @premierleague! 🌟",5590.0,Twitter,17
Roy Keane swears on live TV in angry Man United rant,53.0,Twitter,11
"More momentous moments! 🤩

#CELRAN | #PremierSportsCup | #CelticFC🍀",2682.0,Twitter,9
"A dream debut 😍

Liam Williams in a @Saracens shirt. Scoring tries. You know it makes sense 🔥

#InvestecChampionsCup",107.0,Twitter,19
"The Proteas have landed in the Mother City! 🌍🏏

Cape Town and Paarl, are you ready? 🇿🇦Our ODI squad is locked, loaded, and fired up to take on Pakistan this week. Don’t miss the action – grab your tickets and join the gees at the stadium! 🇿🇦🔥

🎟️ https://t.co/V0eYiAMKYS 

#WozaNawe #BePartOfIt #SAvPAK",59.0,Twitter,52
"What a performance from Sara Holmgaard today!

#BarclaysWSL @EvertonWomen",75.0,Twitter,9
"Grace Clinton strikes again ⚡️

#BarclaysWSL @ManUtdWomen",579.0,Twitter,7
"The curve on that strike from Leon! 👀

#BarclaysWSL @AVWFCOfficial",326.0,Twitter,10
"Good pressing, better finish ✨

🎥: @BarclaysWSL 

#MUWomen",825.0,Twitter,8
"🚨 The ULTIMATE Usyk vs Fury 2 Preview in partnership with @DAZNBoxing 🥊 

A headcam exclusive with @McGuigans_Gym and @SpencerOliver reveals where the fight will be won and lost.

WATCH in full HERE:",21.0,Twitter,33
Troy Deeney tells Man United and Arsenal to avoid signing Viktor Gyokeres at all costs,25.0,Twitter,15
"All out for 395 on Day 1 🏏

Follow live in our match centre 👉",107.0,Twitter,15
"🤩 The scene is set for #PremierSportsCup Final! 

Team news from Hampden 🔜

#CELRAN | #CelticFC🍀",1484.0,Twitter,16
"Glasgow Celtic are the 2024 #PremierSportsCup Winners! 🏆 

Congratulations to Brendan Rodgers &amp; the Bhoys! 👏

#CelticFC🍀",367.0,Twitter,17
"Beautiful Sunday! 🏆

#CELRAN | #PremierSportsCup | #CelticFC🍀",7968.0,Twitter,8
#兔友迷惑行为,686.0,Twitter,1
"This time last week. 🤩🏆

#ThisTeam

#ThisTeam",3423.0,Twitter,7
"Striking the back of the net with the last kick of the first half to seal the three points 👏

#BarclaysWSL @ManUtdWomen",133.0,Twitter,22
"🔊🔊🔊

#MUFC || #MCIMUN",24850.0,Twitter,4
Malaysian Football League (MFL) telah mengemaskini jadual perlawanan MFL Challenge Cup 2024-2025 melibatkan beberapa perlawanan. Pindaan ini telah dipersetujui oleh kedua-dua pasukan yang terlibat.,5.0,Twitter,24
100 @premierleague appearances and counting 🔥,4679.0,Twitter,6
Jobe Bellingham swears as late winner gets Sunderland promotion charge back on track,35.0,Twitter,13
Ryan Reynolds brings Hollywood superstar to pub before Wrexham's 2-2 draw vs Cambridge,18.0,Twitter,13
"The one with extra time. 👀🇧🇪

@circuitspa saw one of our most dramatic races of the season.

Here’s some of the best images from THAT race 👇

#WEC #6HSpa",398.0,Twitter,29
"Working their way back 👊

@BathRugby trail Benetton at the break but this try from Niall Annett has them in touch in Italy 🇮🇹

🎥@PremSportsTV 

#InvestecChampionsCup",9.0,Twitter,26
"On her own!

@KenzaDali carries the ball from half-way and smashes it into the back of the net 🤩

#BarclaysWSL @AVWFCOfficial",211.0,Twitter,21
"🎞⚽ 

#AVSSLB • #LigaPortugalBetclic 

🎥 Acompanha os nossos jogos fora na @sporttvportugal",404.0,Twitter,12
"JOSKOOOOOOO!!!!!!!!!

🩵 1-0 🔴 #ManCity",3433.0,Twitter,5
"Getting acquainted with today’s stage 🚶‍♀️🏟️

#MUWomen",919.0,Twitter,7
"Full-time scenes at Sutton 👏

Thank you to all the Reds who made the trip down south ❤️

#MUWomen",733.0,Twitter,19
Opening his @premierleague account for the season in style ✨,3117.0,Twitter,10
"Who was your #SOUTOT Player of the Match? 🤔

Vote now via the Official Spurs App 📲",755.0,Twitter,17
"60' - ⚡️ DAIZEN MAEDA!!!!!!!! 
 
Follow the action live on our Match Centre 📲",1962.0,Twitter,14
#兔友迷惑行为,724.0,Twitter,1
"Paulo Fonseca after #MilanGenoa 🎙️

#SempreMilan",262.0,Twitter,6
"🥁 This afternoon's @BarclaysWSL Player of the Match, featuring a very special guest… 

@alessiarusso7 🏆",2316.0,Twitter,15
"👀 Will Terland get herself on the scoresheet again today?

#BarclaysWSL @ManUtdWomen",209.0,Twitter,12
"Right place right time!

@alessiarusso7 finishes off the set-piece for @ArsenalWFC!

#BarclaysWSL",956.0,Twitter,12
"On fire for the Hammers recently!

@Vivi_Asseyi heads it home!

#BarclaysWSL",99.0,Twitter,11
"UNITED! UNITED! UNITED! 🗣️

🤳 @Snapdragon

#MUFC || #ShotOnSnapdragon",28303.0,Twitter,9
"1️⃣5️⃣ minutes until kick-off ⏱️

Come on United! 👏

#MUWomen",334.0,Twitter,10
"Countdown to #SOUTOT! ⏳

Where will you be tuning in from? 🌍⤵️",1029.0,Twitter,12
BREAKING: Wolves sack Gary O'Neil after last-gasp Ipswich defeat,237.0,Twitter,9
"This gatehouse looks like it's been plucked straight out of a fairytale! ✨❄️

📍 The Gatehouse at Ballindalloch Castle, @MoraySpeyside 📷 IG/emilyinscotland",956.0,Twitter,22
"🚌👋 Final Focused 
 
#CELRAN | #PremierSportsCup | #CelticFC🍀",385.0,Twitter,8
"🔙 نعـود إلى العمـل 💪💙

#الهلال",3340.0,Twitter,6
POV: je breekt je neus op dinsdag en scoort met de kop op zondag. Brandon Mechele is a beast. 🤯💪🏼 #CLUGNK,197.0,Twitter,21
"Pinpoint ball slipped through by Dali and Leon is there to finish the move!

#BarclaysWSL @AVWFCOfficial",150.0,Twitter,16
"The composure from Hayashi! 

#BarclaysWSL @EvertonWomen",298.0,Twitter,6
"A beautiful ball in by Holmgaard and Hope is there to head home for the Toffees! 🤩

#BarclaysWSL 
@EvertonWomen",181.0,Twitter,19
"🤣 @JamesR_Chisholm definitely deserved the Player of The Match for that reaction.

#COYQ #HARvSTO",52.0,Twitter,14
"The kit staff might not be happy 😅 but the lads had some early Christmas gifts for the travelling Blues after your magnificent support yesterday 💙

#ARSEVE",2844.0,Twitter,27
"Yanez had to be alert as Gabby George sent an inviting cross into the box 🧤

#BarclaysWSL @cpfc_w",60.0,Twitter,18
"This angle though 🥶

🤳 @Snapdragon

#MUFC || #ShotOnSnapdragon",14258.0,Twitter,9
"Brilliant play from @LCFC_Women 👊

@MissyGoodwin_4 with a fantastic composed finish! 

#BarclaysWSL",84.0,Twitter,12
"Who would win in a race: Sonic the Hedgehog or a racehorse? 🏇💨 🦔💨

Celebrating the new @SonicMovie in cinemas 21st December",13.0,Twitter,22
"Really thrilled to tell you this!! Mexico, Argentina and Brazil: We are bringing The Eras Tour to you this year! Sweet angel princess @SabrinaAnnLynn will be joining us on all of the shows! Visit https://t.co/nAtMhYpVaY for more information on your registrations, pre-sales and on-sales.  

LOTS more international dates to come soon, promise!",592538.0,Twitter,52
"It's time to choose your #SOUTOT starting XI! 📋

🎮 @EASPORTSFC",421.0,Twitter,11
"A lovely surprise waiting for Maia Bouchier back in changing room, courtesy of @Danni_Wyatt 🥹",390.0,Twitter,15
"England's morning in the first session 👏

Follow live in our match centre 👉",77.0,Twitter,14
"All set for kick-off 👍
 
#CELRAN | #PremierSportsCup | #CelticFC🍀",348.0,Twitter,10
"56' - GREG TAYLOR EQUALISES!!! ⚽️
 
Follow the action live on our Match Centre 📲",1335.0,Twitter,15
"📰 Daizen is spot-on at Hampden as Celtic win League Cup

Read the full match report ⤵️
 
#CELRAN | #PremierSportsCup | #CelticFC🍀",526.0,Twitter,22
#兔友迷惑行为,590.0,Twitter,1
#兔友迷惑行为,552.0,Twitter,1
"⏮️ Last time out against Liverpool...

That @CaitlinFoord x @alessiarusso7 link up 👏",1015.0,Twitter,13
"Oi oi oi, Pippo Inzaghi segna per noi... 🔊

#MilanGenoa #ACMilanWorthEveryMinute #SempreMilan",3199.0,Twitter,12
A 🔝 finish from @CheAdams_ 😮‍💨,812.0,Twitter,6
"2️⃣4️⃣ teams
6️⃣ available spots
📆 March 2025 - March 2026

The final path at #ACQ2027. Who will complete the #AsianCup2027 cast?",1546.0,Twitter,22
"Watching @kendricklamar create and record his verses on the Bad Blood remix was one of the most inspiring experiences of my life. I still look back on this collaboration with so much pride and gratitude, for the ways Kendrick elevated the song and the way he treats everyone around him. Every time the crowds on The Eras Tour would chant his line ‘you forgive, you forget, but you never let it… go!’, I smiled. The reality that Kendrick would go back in and re-record Bad Blood so that I could reclaim and own this work I’m so proud of is surreal and bewildering to me. I’m overjoyed to say that the Bad Blood Remix (featuring Kendrick Lamar) is available everywhere on the 1989 Deluxe Edition. 🫶🩵

https://t.co/12bONe97U2",489324.0,Twitter,127
Troy Deeney calls on Jack Grealish to quit Man City to save his career,50.0,Twitter,14
"📋 Our #PremierSportsCup final team news from Hampden 🟩⬜ 
 
#CELRAN | #CelticFC🍀",3368.0,Twitter,12
"WE HAVE DONE IT!!!!!!!!!!!!!! 🏆

#CELRAN | #PremierSportsCup | #CelticFC🍀",10144.0,Twitter,10
"Extra-Time is underway at Hampden.

Come on #RangersFC 💙

📲 Follow live in our Match Hub:",230.0,Twitter,16
"🇦🇱

#PremierSportsCup",1566.0,Twitter,2
Head to the Chelsea app for live commentary of tonight's game: 👉,3857.0,Twitter,12
"49,420 is today's official match attendance at @HampdenPark 🏟️

Thank you for your support!

🏆 #PremierSportsCup",13.0,Twitter,16
"💪

#PremierSportsCup",590.0,Twitter,2
"A strong start 💪

#CPFC // #BHACRY",536.0,Twitter,7
"Ebs 👊

#CPFC // #BHACRY",285.0,Twitter,5
"💯 Palace appearances for Hughesy 

#CPFC // #BHACRY",959.0,Twitter,8
"Fans creating a special atmosphere.

Thank you, Palace fans 🫶

#CPFC // #BHACRY",424.0,Twitter,13
"Helping to build futures through football. ⚽️

A partnership between @CFCFoundation &amp; The Jimmy Aggrey Foundation. 🤝💙

More ➡️",4789.0,Twitter,19
"A man on a mission ⚡️

@mitchevans_ charged through the field to secure an instantly iconic win at the #SaoPauloEPrix!",101.0,Twitter,20
"Round 2 ✅

What was your moment of the weekend? 

Catch up on #InvestecChampionsCup action as it happened ⬇️",30.0,Twitter,19
Volvé a ver las mejores acciones del triunfo de @caplatense ante @gimnasiaoficial por la #fecha27 del #TorneoBetano 2024 🏆,12.0,Twitter,19
"Relive the most unexpected PLE moments of 2024 in this special #WWETop25! Did your favorite surprise make the list? 

▶️",809.0,Twitter,20
Thoughts are with Hilton Cartwright who has been helped off the field after suffering an injury while attempting to save a boundary. 🙏 #BBL14,231.0,Twitter,24
"Your first #BBL14 deck of the summer! 

📍 Perth Stadium",485.0,Twitter,10
"LIVE NOW!

🏒@SeattleTbirds (11-18-2-1) at @pdxwinterhawks (16-12-2-0)

📺 |",13.0,Twitter,9
"That’s a whole lotta games 😳👏 

#EveryGameMatters",171.0,Twitter,7
"🎙 All the post-match reaction from a victorious day at Hampden!

#CELRAN | #PremierSportCup | #CelticFC🍀",412.0,Twitter,16
"🌎 Where are you watching this afternoon's Premier Sports Cup Final from?

💻 Protect yourself online with club partner @NordVPN and get an exclusive discount 👇",138.0,Twitter,26
"👊IT'S MATCHDAY! 👊

🆚 Celtic
🏆 Premier Sports Cup Final
🏟️ Hampden Park
⏰ 15:30 (UK)
🇬🇧 Live on Premier Sports (UK)
🌎 Live on RangersTV (exc UK)

Come on #RangersFC 💙",1961.0,Twitter,32
"🆕 Today’s #RangersFC team to face Celtic.

🗒️ Full Team News:",2369.0,Twitter,11
"ET | HALF-TIME: Rangers 3-3 Celtic | #PremierSportsCup  

All level after the first-half of ET.",350.0,Twitter,15
"Sunday night in the @premierleague 🎧

#CHEBRE | @motorscouk",754.0,Twitter,9
"FT AET | 3⃣-3⃣ #CELRAN

Nothing to separate the sides after 120 breathless minutes. We go to penalties...

🏆 #PremierSportsCup",47.0,Twitter,20
"🫵

#CPFC // #BHACRY",409.0,Twitter,4
"Back home 🏆💚

#PremierSportsCup | #CelticFC🍀",5544.0,Twitter,6
"We've seen some sterling drives through the field this year 🚀

#F1",9720.0,Twitter,12
"Well deserved bonuses!

@Menace155 &amp; @TheHanyakDJ earned themselves POTN! 💰

[ #UFCTampa | B2YB @CPIStemCells ]",1136.0,Twitter,16
"¡Los arqueros no fallaron en Varela! 

@ClubDefensayJus y @clubaunion empataron 0 a 0 por la #fecha27 del #TorneoBetano 2024 🏆

📷 Prensa clubes",16.0,Twitter,23
"That was WILD! 😱

@CodyRhodes survives @FightOwensFight to remain the Undisputed WWE Champion at #SNME! 

#AndStill",20269.0,Twitter,16
